Provider Number,Hospital Name,Address 1,City
050024,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY
050025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO
050026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA
050028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA
050030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE
050036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD
050038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE
050039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO
050040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF
050043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND
050045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO
050046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI
050047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO
050054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING
050055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO
050056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER
050057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA
050058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE
050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO
050063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES
050067,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,OAKDALE
050069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE
050070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO
050071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA
050072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,WALNUT CREEK
050073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO
050075,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND
050076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO
050077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO
050078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO
050079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO
050082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD
050084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON
050089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO
050090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA
050091,COMMUNITY AND MISSION  HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO
050096,"DOCTORS HOSPITAL OF WEST COVINA, INC",725 S ORANGE AVE,WEST COVINA
050099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,UPLAND
050100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO
050101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO
050102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE
050103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES
050104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD
050107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA
050108,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO
050110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC
050111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA
050113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO
050115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,ESCONDIDO
050116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE
050118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,MANTECA
050121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD
050122,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON
050124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE
050125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE
050126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS
050127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND
050128,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE
050129,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO
050131,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO
050132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL
050133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE
050135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD
050136,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA
050137,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY
050138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES
050139,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY
050140,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA
050145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY
050149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES
050150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY
050152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO
050153,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE
050158,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO
050159,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,VENTURA
050167,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP
050168,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON
050169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,WHITTIER
050174,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA
050179,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,TURLOCK
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK
050189,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY
050191,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH
050192,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY
050194,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE
050195,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT
050196,CENTRAL VALLEY GENERAL HOSPITAL,1025 N DOUTY ST,HANFORD
050197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY
050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE
050205,EAST VALLEY HOSPITAL MEDICAL CENTER,150 WEST ROUTE 66,GLENDORA
050211,ALAMEDA HOSPITAL,2070 CLINTON AVE,ALAMEDA
050219,COAST PLAZA HOSPITAL,13100 STUDEBAKER RD,NORWALK
050222,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA
050224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH
050225,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE
050226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM
050228,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO
050230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE
050231,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA
050232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO
050234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK
050236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,2975 N SYCAMORE DR,SIMI VALLEY
050238,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA
050239,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE
050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ
050243,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS
050245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON
050248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS
050254,MARSHALL MEDICAL CENTER (1-RH),1100 MARSHALL WAY,PLACERVILLE
050257,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO                        
050261,SIERRA VIEW DISTRICT HOSPITAL,465 W PUTNAM AVE,PORTERVILLE
050262,RONALD REAGAN UCLA MEDICAL CENTER,757 WESTWOOD PLAZA,LOS ANGELES
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS
050276,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVE,MARTINEZ
050277,PACIFIC HOSPITAL OF LONG BEACH,2776 PACIFIC AVE,LONG BEACH
050278,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI ST,MISSION HILLS
050279,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,JOSHUA TREE
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH                    
050280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS",REDDING
050281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA
050283,VALLEYCARE MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON
050289,SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY
050290,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA
050291,SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE RD,SANTA ROSA
050292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 CACTUS AVENUE,MORENO VALLEY
050295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD
050296,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER
050298,BARSTOW COMMUNITY HOSPITAL,555 SOUTH SEVENTH AVENUE,BARSTOW
050300,ST MARY MEDICAL CENTER,18300 HIGHWAY 18,APPLE VALLEY
050301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,275 HOSPITAL DRIVE,UKIAH
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVE,BERKELEY
050308,EL CAMINO HOSPITAL,2500 GRANT ROAD,MOUNTAIN VIEW
050309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER                        
050313,SUTTER TRACY COMMUNITY HOSPITAL,1420 N TRACY BLVD,TRACY
050315,KERN MEDICAL CENTER,1700 MOUNT VERNON AVENUE,BAKERSFIELD
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO                     
050320,ALAMEDA COUNTY MEDICAL CENTER,1411 E 31ST ST,OAKLAND
050324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,9888 GENESEE AVENUE,LA JOLLA
050327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA
050329,CORONA REGIONAL MEDICAL CENTER,800 SOUTH MAIN STREET,CORONA
050334,SALINAS VALLEY MEMORIAL HOSPITAL,450 EAST ROMIE LANE,SALINAS
050335,SONORA REGIONAL MEDICAL CENTER,1000 GREENLEY ROAD,SONORA
050336,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI
050342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY
050348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,ORANGE
050349,CORCORAN DISTRICT HOSPITAL,1310 HANNA AVE,CORCORAN
050350,BEVERLY HOSPITAL,309 W BEVERLY BLVD,MONTEBELLO
050351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE
050352,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE
050353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4101 TORRANCE BLVD,TORRANCE
050357,GOLETA VALLEY COTTAGE HOSPITAL,351 S PATTERSON AVE,SANTA BARBARA
050359,TULARE REGIONAL MEDICAL CENTER,869 CHERRY AVENUE,TULARE
050360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE
050367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD
050373,LAC+USC MEDICAL CENTER,1200 N STATE ST,LOS ANGELES
050376,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE
050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE
050382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,210 W  SAN BERNARDINO ROAD,COVINA
050385,PALM DRIVE HOSPITAL,501 PETALUMA AVE,SEBASTOPOL
050390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET
050393,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY
050394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 N BRENT ST,VENTURA
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA
050397,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY
050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM
050434,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER ST,COLUSA
050435,FALLBROOK HOSPITAL,624 E ELDER ST,FALLBROOK
050438,HUNTINGTON MEMORIAL HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA
050441,STANFORD HOSPITAL,300 PASTEUR DRIVE,STANFORD
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED
050448,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO
050455,SAN JOAQUIN COMMUNITY HOSPITAL,2615 CHESTER AVENUE,BAKERSFIELD
050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO
050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO
050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA
050471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES
050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS
050485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH
050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY
050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS
050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD
050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN
050502,SAINT VINCENT MEDICAL CENTER,2131 W 3RD ST,LOS ANGELES
050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS
050506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO
050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL
050512,KAISER FOUNDATION HOSPITAL FREMONT/HAYWARD,27400 HESPERIAN BLVD,HAYWARD
050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO
050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL
050517,VICTOR VALLEY COMMUNITY HOSPITAL,15248 11TH ST,VICTORVILLE
050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH
050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH
050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS
050531,BELLFLOWER MEDICAL CENTER,9542 E ARTESIA BLVD,BELLFLOWER
050534,"JOHN F KENNEDY MEMORIAL HOSPITAL, INC",47-111 MONROE STREET,INDIO
050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS
050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1150 VETERANS BOULEVARD,REDWOOD CITY
050543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA
050547,SONOMA DEVELOPMENTAL CENTER,P O BOX 1493,ELDRIDGE
050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS
050551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS
050552,MOTION PICTURE & TELEVISION HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS
050557,MEMORIAL  MEDICAL CENTER,1700 COFFEE RD,MODESTO
050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES
050567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO
050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA
050570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY
050573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE
050575,TRI-CITY REGIONAL MEDICAL CENTER,21530 S PIONEER BLVD,HAWAIIAN GARDENS
050580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD
050586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO
050588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA
050590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO
050597,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA
050599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO
050603,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS
050604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE
050608,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO
050609,KAISER FOUNDATION HOSPITAL ANAHEIM,441 N LAKEVIEW AVENUE,ANAHEIM
050616,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO
050618,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE
050624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,23845  MCBEAN PKWY,VALENCIA
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES
050633,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON
050636,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES
050644,LOS ANGELES METROPOLITAN MEDICAL CTR,2231 S WESTERN AVE,LOS ANGELES
050660,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES
050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS
050678,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY
050684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE
050688,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY
050689,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA
050696,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES
050697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING
050701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA
050704,MISSION COMMUNITY HOSPITAL - PANORAMA,14850 ROSCOE BLVD,PANORAMA CITY
050708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE
050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK
050724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD
050726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO
050727,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH
050732,FRESNO HEART AND SURGICAL HOSPITAL,15 EAST AUDUBON DRIVE,FRESNO
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE
050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD
050740,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY
050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES
050744,WESTERN MEDICAL CENTER HOSP ANAHEIM,1025 S ANAHEIM BLVD,ANAHEIM
050745,CHAPMAN MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE
050746,WESTERN MEDICAL CENTER SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA
050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA
050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA
050749,THOUSAND OAKS SURGICAL HOSPITAL,401 ROLLING OAKS DR,THOUSAND OAKS
050751,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES
050752,BROTMAN MEDICAL CENTER,3828 DELMAS TERRACE,CULVER CITY
050754,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS
